address,value,id,date,high,low,open,adj close,volume,close,swing,rsi,sma_5,sma_10,sma_20,sma_40,ema_5,ema_10,ema_20,ema_40,tsma,tma,macd,signal,bb_up,bb_low,william,vol,onvolume,cmo,dpo,lri,lrs,mp,mom,prc,sd,smi,ws,+di,-di,dx,adx,adxr,Target_2,Target_5,Target_10
CByrQiNKN6HicRipRd3sy1cYHc3uuHMLyBzR8fMbKsmy,0.0015213148148602318,463,2024-03-10,0.0015213148148602318,0.0015213148148602318,0.0015213148148602318,0.0015213148148602318,0.0015213148148602318,0.0015213148148602318,-0.0001,0.0,0.0014,0.0014,0.0013,0.0013,0.0014,0.0014,0.0013,0.0013,0.0014,0.0013,0.0001,0.0,0.0014,0.0012,-3.0397,0.0001,-0.022175421641147008,94.0999,-0.0,0.0014,0.0,0.0015,118.1802,18.1802,0.0001,96.9603,0.0014,96.8301,3.1699,93.6602,84.149,83.145,0,0,0
CByrQiNKN6HicRipRd3sy1cYHc3uuHMLyBzR8fMbKsmy,0.0015286517736190833,462,2024-03-10,0.0015286517736190833,0.0015286517736190833,0.0015286517736190833,0.0015286517736190833,0.0015286517736190833,0.0015286517736190833,0.004,0.0,0.0013,0.0013,0.0013,0.0013,0.0014,0.0013,0.0013,0.0013,0.0013,0.0013,0.0,0.0,0.0014,0.0012,-0.0,0.0001,-0.020654106826286777,100.0,0.0,0.0013,0.0,0.0015,118.7502,18.7502,0.0001,100.0,0.0013,99.9999,0.0001,99.9997,83.4174,82.7791,1,1,1
CByrQiNKN6HicRipRd3sy1cYHc3uuHMLyBzR8fMbKsmy,0.0012872836135632002,313,2024-03-04,0.0012872836135632002,0.0012872836135632002,0.0012872836135632002,0.0012872836135632002,0.0012872836135632002,0.0012872836135632002,0.0,0.0,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0,0.0,0.0013,0.0013,-0.0,0.0,-0.02218275859990586,100.0,0.0,0.0013,-0.0,0.0013,97.8074,-2.1926,0.0,-92.7981,0.0013,8.9288,91.0712,82.1425,42.2364,26.3633,0,0,0
CByrQiNKN6HicRipRd3sy1cYHc3uuHMLyBzR8fMbKsmy,0.001286036007882931,307,2024-03-04,0.001286036007882931,0.001286036007882931,0.001286036007882931,0.001286036007882931,0.001286036007882931,0.001286036007882931,-0.0005,0.0,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0,0.0,0.0013,0.0013,-100.0,-0.0,-0.023470042213469062,-100.0,-0.0,0.0013,-0.0,0.0013,97.7126,-2.2874,0.0,-100.0,0.0013,3.4788,96.5212,93.0424,15.0025,13.9092,0,0,0
CByrQiNKN6HicRipRd3sy1cYHc3uuHMLyBzR8fMbKsmy,0.0013161419853077018,259,2024-03-02,0.0013161419853077018,0.0013161419853077018,0.0013161419853077018,0.0013161419853077018,0.0013161419853077018,0.0013161419853077018,-0.0008,0.0,0.0014,0.0014,0.0014,0.0013,0.0013,0.0014,0.0013,0.0013,0.0014,0.0013,0.0,0.0,0.0015,0.0013,-100.0,-0.0,-0.02218400620558613,-100.0,-0.0,0.0013,-0.0,0.0013,96.6913,7.0829,0.0,-99.4399,0.0014,46.8315,53.1685,6.337,93.0256,96.1474,0,0,0
CByrQiNKN6HicRipRd3sy1cYHc3uuHMLyBzR8fMbKsmy,0.0013611789606394237,241,2024-03-01,0.0013611789606394237,0.0013611789606394237,0.0013611789606394237,0.0013611789606394237,0.0013611789606394237,0.0013611789606394237,0.0022,0.0,0.0013,0.0013,0.0012,0.0012,0.0013,0.0013,0.0012,0.0012,0.0013,0.0012,0.0,0.0,0.0013,0.0011,-0.0,0.0,-0.020867864220278427,100.0,0.0,0.0013,0.0,0.0014,110.7472,21.388,0.0,100.0,0.0013,99.9951,0.0049,99.9903,98.9457,98.149,0,0,0
CByrQiNKN6HicRipRd3sy1cYHc3uuHMLyBzR8fMbKsmy,0.0012290869844332629,217,2024-02-29,0.0012290869844332629,0.0012290869844332629,0.0012290869844332629,0.0012290869844332629,0.0012290869844332629,0.0012290869844332629,0.0018,0.0,0.0011,0.0011,0.0011,0.0011,0.0012,0.0011,0.0011,0.0011,0.0011,0.0011,0.0,-0.0,0.0011,0.0011,-0.0,0.0,-0.02222904318091785,100.0,0.0,0.0011,0.0,0.0012,109.6082,9.6082,0.0,100.0,0.0011,99.9604,0.0396,99.9209,94.117,92.7402,0,0,0
CByrQiNKN6HicRipRd3sy1cYHc3uuHMLyBzR8fMbKsmy,0.0011213455851577857,170,2024-02-27,0.0011213455851577857,0.0011213455851577857,0.0011213455851577857,0.0011213455851577857,0.0011213455851577857,0.0011213455851577857,0.0002,0.0,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0,-0.0,0.0011,0.0011,-0.0,0.0,-0.023458130165351112,100.0,0.0,0.0011,0.0,0.0011,106.1653,6.1653,0.0,100.0,0.0011,97.6401,2.3599,95.2801,46.6165,41.1189,0,0,0
CByrQiNKN6HicRipRd3sy1cYHc3uuHMLyBzR8fMbKsmy,0.0011100736838532872,168,2024-02-27,0.0011100736838532872,0.0011100736838532872,0.0011100736838532872,0.0011100736838532872,0.0011100736838532872,0.0011100736838532872,0.0009,0.0,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0,-0.0,0.0011,0.0011,-0.0,0.0,-0.024579475750508898,100.0,0.0,0.0011,0.0,0.0011,105.0981,4.9236,0.0,99.9997,0.0011,97.092,2.908,94.1841,38.9262,37.4181,0,0,0
CByrQiNKN6HicRipRd3sy1cYHc3uuHMLyBzR8fMbKsmy,0.0010562262861337603,145,2024-02-26,0.0010562262861337603,0.0010562262861337603,0.0010562262861337603,0.0010562262861337603,0.0010562262861337603,0.0010562262861337603,-0.0,0.0,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0,-0.0,0.0011,0.0011,-100.0,-0.0,-0.025689549434362184,-100.0,-0.0,0.0011,-0.0,0.0011,99.834,-0.0933,0.0,-99.8933,0.0011,33.0928,66.9072,33.8144,38.2113,48.8956,0,0,0
