value,id,date,high,low,open,adj close,volume,close,swing,rsi,sma_5,sma_10,sma_20,sma_40,ema_5,ema_10,ema_20,ema_40,tsma,tma,macd,signal,bb_up,bb_low,william,vol,onvolume,cmo,dpo,lri,lrs,mp,mom,prc,sd,smi,ws,+di,-di,dx,adx,adxr,Target_2,Target_5,Target_10
0.0005806451903026472,1778,2024-04-11,0.0005806451903026472,0.0005806451903026472,0.0005806451903026472,0.0005806451903026472,0.0005806451903026472,0.0005806451903026472,0.0001,50.0,0.0006,0.0006,0.0005,0.0005,0.0006,0.0005,0.0005,0.0005,0.0006,0.0005,0.0,-0.0,0.0006,0.0004,-0.0,0.0,-0.1919982396993336,36.1069,-0.0,0.0006,0.0,0.0006,123.6055,18.2306,0.0,85.7914,0.0006,66.4439,33.5561,32.8878,20.4357,20.6652,0,0,0
0.0005734324165219628,1777,2024-04-11,0.0005734324165219628,0.0005734324165219628,0.0005734324165219628,0.0005734324165219628,0.0005734324165219628,0.0005734324165219628,0.0003,50.0,0.0006,0.0006,0.0005,0.0005,0.0006,0.0005,0.0005,0.0005,0.0006,0.0005,0.0,-0.0,0.0006,0.0004,-0.0,0.0,-0.19257888488963626,45.2451,-0.0,0.0006,0.0,0.0006,122.3379,15.3425,0.0,79.0788,0.0005,64.9583,35.0417,29.9166,19.4779,19.8657,0,0,0
0.0005570053523222565,1776,2024-04-11,0.0005570053523222565,0.0005570053523222565,0.0005570053523222565,0.0005570053523222565,0.0005570053523222565,0.0005570053523222565,-0.0001,50.0,0.0006,0.0006,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0,-0.0,0.0006,0.0004,-26.9252,0.0,-0.19315231730615823,45.6615,-0.0,0.0006,0.0,0.0006,115.9247,11.984,0.0,75.0809,0.0005,61.3384,38.6616,22.6769,18.6749,19.3587,0,0,0
0.0005639720274079588,1775,2024-04-11,0.0005639720274079588,0.0005639720274079588,0.0005639720274079588,0.0005639720274079588,0.0005639720274079588,0.0005639720274079588,0.0004,50.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0,-0.0,0.0006,0.0004,-0.0,0.0,-0.19259531195383597,65.5642,-0.0,0.0006,0.0,0.0006,114.4969,13.6334,0.0,80.0244,0.0005,63.9395,36.0605,27.8791,18.367,19.3627,0,0,0
0.0005420661152036789,1774,2024-04-11,0.0005420661152036789,0.0005420661152036789,0.0005420661152036789,0.0005420661152036789,0.0005420661152036789,0.0005420661152036789,-0.0002,50.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0,-0.0,0.0005,0.0005,-30.4124,0.0,-0.19315928398124393,35.3675,-0.0,0.0005,0.0,0.0005,109.4128,8.8628,0.0,77.2403,0.0005,58.8438,41.1562,17.6875,17.6354,19.2335,0,0,0
0.00055648013307578,1773,2024-04-11,0.00055648013307578,0.00055648013307578,0.00055648013307578,0.00055648013307578,0.00055648013307578,0.00055648013307578,0.0003,50.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0,-0.0,0.0005,0.0005,-0.0,0.0,-0.19261721786604025,76.7979,0.0,0.0005,0.0,0.0006,113.883,13.7915,0.0,90.4874,0.0005,64.4045,35.5955,28.809,17.6313,19.2777,0,0,0
0.0005380978510128961,1772,2024-04-11,0.0005380978510128961,0.0005380978510128961,0.0005380978510128961,0.0005380978510128961,0.0005380978510128961,0.0005380978510128961,0.0003,50.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0,-0.0,0.0005,0.0005,-0.0,0.0,-0.19317369799911602,70.9097,-0.0,0.0005,0.0,0.0005,109.0522,6.4535,0.0,83.3452,0.0005,59.9191,40.0809,19.8383,16.7715,18.9968,0,0,0
0.0005210722523776872,1771,2024-04-11,0.0005210722523776872,0.0005210722523776872,0.0005210722523776872,0.0005210722523776872,0.0005210722523776872,0.0005210722523776872,0.0002,50.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0,-0.0,0.0005,0.0005,-0.0,0.0,-0.1937117958501289,75.7468,-0.0,0.0005,0.0,0.0005,102.9202,-0.2428,0.0,74.9848,0.0005,55.0475,44.9525,10.095,16.5356,19.317,0,0,0
0.0005090848751330291,1770,2024-04-11,0.0005090848751330291,0.0005090848751330291,0.0005090848751330291,0.0005090848751330291,0.0005090848751330291,0.0005090848751330291,-0.0001,50.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0,-0.0,0.0005,0.0005,-17.2796,0.0,-0.1942328681025066,71.0665,-0.0,0.0005,0.0,0.0005,100.8894,0.9042,0.0,67.7726,0.0005,51.1669,48.8331,2.3339,17.031,19.9913,0,0,0
0.0005173001567197808,1769,2024-04-11,0.0005173001567197808,0.0005173001567197808,0.0005173001567197808,0.0005173001567197808,0.0005173001567197808,0.0005173001567197808,0.0003,50.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0,-0.0,0.0005,0.0005,-0.0,0.0,-0.19372378322737355,61.014,-0.0,0.0005,-0.0,0.0005,104.9638,1.5701,0.0,59.0438,0.0005,54.1412,45.8588,8.2824,18.1616,20.6975,0,0,0
